STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TMAX,TMIN
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-06-19,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-06-20,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-06-21,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-06-22,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-06-23,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-06-24,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-06-25,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-06-26,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-06-27,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-06-28,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-06-29,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-06-30,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-01,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-02,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-03,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-04,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-05,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-06,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-07,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-08,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-09,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-10,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-11,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-12,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-13,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-14,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-15,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-16,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-17,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-18,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-19,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-20,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-21,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-22,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-23,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-24,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-25,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-26,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-27,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-28,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-29,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-30,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-07-31,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-01,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-02,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-03,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-04,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-05,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-06,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-07,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-08,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-09,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-10,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-11,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-12,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-13,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-14,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-15,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-16,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-17,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-18,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-19,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-20,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-21,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-22,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-23,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-24,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-25,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-26,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-27,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-28,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-29,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-30,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-08-31,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-01,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-02,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-03,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-04,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-05,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-06,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-07,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-08,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-09,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-10,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-11,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-12,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-13,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-14,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-15,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-16,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-17,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-18,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-19,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-20,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-21,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-22,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-23,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-24,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-25,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-26,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-27,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-28,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-29,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-09-30,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-01,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-02,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-03,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-04,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-05,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-06,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-07,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-08,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-09,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-10,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-11,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-12,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-13,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-14,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-15,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-16,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-17,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-18,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-19,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-20,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-21,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-22,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-23,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-24,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-25,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-26,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-27,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-28,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-29,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-30,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-10-31,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-01,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-02,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-03,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-04,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-05,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-06,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-07,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-08,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-09,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-10,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-11,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-12,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-13,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-14,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-15,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-16,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-17,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-18,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-19,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-20,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-21,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-22,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-23,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-24,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-25,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-26,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-27,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-28,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-29,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-11-30,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-01,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-02,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-03,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-04,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-05,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-06,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-07,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-08,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-09,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-10,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-11,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-12,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-13,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-14,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-15,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-16,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-17,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-18,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-19,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-20,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-21,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-22,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-23,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-24,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-25,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-26,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-27,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-28,,
US1CAST0004,"HOLLISTER 5.4 NNE, CA US",36.9306,-121.3704,75.3,2009-12-29,,
